customer_id,age,gender,income_bracket,loyalty_program,membership_years,churned,marital_status,number_of_children,education_level,occupation,customer_zip_code,customer_city,customer_state
969,61,Female,Medium,No,10,Yes,Single,1,Master's,Retired,83854,City A,State X
970,28,Male,High,Yes,0,Yes,Divorced,0,Bachelor's,Employed,41815,City B,State Z
971,53,Female,High,No,6,Yes,Divorced,2,Master's,Retired,86924,City C,State Y
972,80,Other,Medium,Yes,5,Yes,Single,3,PhD,Self-Employed,80633,City A,State Z
973,57,Other,High,No,3,Yes,Single,0,Master's,Employed,28901,City A,State Z
974,23,Female,High,Yes,6,No,Single,2,PhD,Self-Employed,83459,City B,State Y
975,54,Other,High,Yes,4,No,Divorced,1,Master's,Employed,28586,City A,State X
976,32,Female,Medium,No,8,Yes,Single,1,High School,Unemployed,29198,City C,State X
977,18,Female,Low,Yes,9,No,Married,0,Bachelor's,Self-Employed,74581,City A,State Y
978,36,Other,Medium,Yes,8,No,Married,3,PhD,Retired,76850,City B,State X
979,60,Other,High,No,5,Yes,Divorced,2,Bachelor's,Self-Employed,37816,City C,State Y
980,59,Male,High,No,10,No,Single,0,Master's,Self-Employed,66090,City B,State X
981,40,Other,Medium,Yes,0,Yes,Single,4,Master's,Unemployed,28059,City D,State Y
982,64,Other,Medium,Yes,2,No,Married,4,PhD,Self-Employed,68078,City C,State Z
983,60,Male,Low,Yes,6,No,Married,3,Bachelor's,Self-Employed,98108,City A,State Z
984,57,Other,Low,No,8,No,Divorced,1,Master's,Unemployed,57206,City A,State Y
985,55,Other,High,No,4,No,Divorced,2,Master's,Employed,60401,City D,State X
986,68,Male,Medium,Yes,10,Yes,Divorced,0,Master's,Self-Employed,77555,City B,State X
987,72,Female,High,Yes,2,No,Single,2,PhD,Employed,35160,City A,State Y
988,20,Male,Low,No,1,No,Divorced,0,Bachelor's,Retired,42692,City D,State Y
989,68,Female,High,No,3,Yes,Married,0,Bachelor's,Retired,72749,City A,State Y
990,18,Other,Medium,Yes,3,No,Divorced,1,Bachelor's,Employed,79537,City A,State X
991,65,Female,High,Yes,3,Yes,Divorced,3,Master's,Retired,49310,City A,State Z
992,69,Other,Low,No,4,No,Single,0,Master's,Self-Employed,69744,City B,State Y
993,79,Other,Low,No,9,No,Single,3,Bachelor's,Retired,79516,City A,State Y
994,61,Female,Low,No,3,Yes,Married,2,Master's,Employed,12984,City B,State Y
995,32,Other,Low,No,8,No,Single,1,Master's,Unemployed,55069,City D,State X
996,49,Male,Medium,No,2,No,Married,3,PhD,Unemployed,12351,City C,State Z
997,71,Female,High,No,3,No,Single,2,Master's,Retired,57460,City C,State X
998,36,Male,High,No,1,No,Divorced,2,High School,Unemployed,70595,City A,State Z
999,74,Female,Medium,Yes,4,Yes,Divorced,2,High School,Unemployed,90197,City B,State Z
1000,30,Other,Low,No,7,Yes,Divorced,1,Master's,Unemployed,93786,City B,State X
1001,43,Male,Medium,Yes,3,Yes,Married,4,High School,Retired,23754,City A,State X
1002,72,Other,High,Yes,0,Yes,Divorced,0,Master's,Unemployed,96203,City C,State Z
1003,54,Other,Low,No,3,Yes,Divorced,3,PhD,Unemployed,17960,City D,State Z
1004,71,Other,Low,No,4,No,Divorced,4,Bachelor's,Self-Employed,63412,City B,State Y
1005,48,Male,Medium,Yes,2,No,Married,1,PhD,Employed,13407,City C,State Z
1006,18,Other,High,Yes,6,No,Divorced,0,Bachelor's,Self-Employed,73848,City D,State Z
1007,24,Female,Medium,Yes,5,Yes,Married,3,Master's,Retired,70262,City C,State X
1008,43,Other,High,Yes,10,Yes,Divorced,1,Master's,Unemployed,81588,City C,State Z
1009,24,Female,Medium,No,3,No,Divorced,3,High School,Unemployed,19452,City C,State Y
1010,76,Female,Medium,No,2,No,Single,2,PhD,Retired,46235,City A,State X
1011,73,Female,High,Yes,5,No,Single,3,PhD,Employed,62740,City C,State X
1012,73,Male,Low,No,10,Yes,Single,4,High School,Unemployed,31681,City D,State Y
1013,77,Male,Medium,No,9,Yes,Divorced,1,PhD,Employed,72747,City D,State Y
1014,49,Other,Low,Yes,1,No,Single,0,Bachelor's,Employed,46750,City D,State Y
1015,46,Male,Low,No,10,No,Divorced,1,PhD,Unemployed,56936,City B,State Z
1016,42,Other,Medium,Yes,1,Yes,Divorced,0,PhD,Employed,64407,City B,State Y
1017,43,Other,High,No,5,No,Single,1,PhD,Retired,75813,City C,State X
1018,58,Female,High,Yes,5,No,Married,2,High School,Unemployed,15586,City B,State Y
1019,49,Female,High,No,6,Yes,Divorced,0,PhD,Employed,67167,City C,State X
1020,36,Male,High,Yes,7,Yes,Married,0,High School,Self-Employed,64240,City D,State X
1021,34,Other,High,Yes,10,Yes,Divorced,4,PhD,Self-Employed,81569,City A,State Z
1022,31,Male,Low,No,1,No,Single,2,Master's,Self-Employed,48409,City B,State Z
1023,25,Male,High,No,6,Yes,Single,3,High School,Self-Employed,57489,City C,State Y
1024,54,Other,Low,No,4,Yes,Single,1,Bachelor's,Retired,93289,City A,State Z
1025,28,Other,Low,Yes,5,No,Married,2,Master's,Self-Employed,18807,City B,State Y
1026,65,Other,High,Yes,10,Yes,Single,4,Bachelor's,Retired,18523,City A,State Y
1027,30,Male,Low,Yes,8,No,Single,0,Bachelor's,Employed,83750,City D,State Y
1028,27,Other,Medium,No,8,Yes,Married,2,Master's,Employed,72754,City C,State Y
1029,44,Female,High,No,4,Yes,Single,0,Master's,Employed,43170,City D,State X
1030,19,Male,High,No,1,Yes,Single,3,Bachelor's,Unemployed,13323,City A,State Z
1031,24,Other,High,Yes,9,No,Divorced,0,Bachelor's,Self-Employed,83551,City C,State X
1032,23,Other,Low,No,5,No,Single,2,PhD,Unemployed,74702,City D,State X
1033,20,Other,High,No,6,No,Divorced,0,Master's,Unemployed,22057,City B,State X
1034,18,Other,Medium,Yes,0,Yes,Married,4,Bachelor's,Employed,60986,City B,State Z
1035,36,Other,Medium,No,6,No,Single,1,Bachelor's,Employed,18542,City D,State X
1036,71,Male,Low,No,8,Yes,Single,0,PhD,Retired,35713,City B,State Z
1037,44,Other,Medium,No,8,Yes,Single,2,Master's,Self-Employed,57808,City D,State Z
1038,66,Other,High,No,9,No,Divorced,3,High School,Self-Employed,93976,City A,State X
1039,37,Male,High,No,8,No,Divorced,0,PhD,Unemployed,61772,City A,State Y
1040,50,Other,High,No,7,Yes,Single,3,PhD,Self-Employed,31727,City A,State Y
1041,60,Other,Medium,No,6,Yes,Single,0,Master's,Retired,33540,City D,State X
1042,75,Female,High,Yes,8,Yes,Married,2,High School,Self-Employed,80333,City B,State Y
1043,73,Male,High,No,3,Yes,Divorced,0,Bachelor's,Employed,30422,City C,State Z
1044,58,Other,High,No,1,No,Divorced,4,PhD,Employed,35961,City B,State X
1045,62,Female,Medium,No,3,No,Single,4,High School,Self-Employed,44924,City A,State X
1046,29,Other,High,No,3,Yes,Single,1,Bachelor's,Employed,19064,City D,State X
1047,47,Other,Low,Yes,2,Yes,Divorced,2,Master's,Self-Employed,74654,City B,State Y
1048,19,Male,Low,Yes,4,Yes,Divorced,4,PhD,Self-Employed,72281,City B,State Z
1049,25,Other,Low,Yes,2,No,Single,0,High School,Employed,38221,City C,State Y
1050,51,Female,High,Yes,9,No,Single,2,PhD,Self-Employed,48170,City C,State X
